"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6J9R874F","journalArticle","2020","Huang, P.; Wang, J.; Zhang, J.; Shen, Y.; Liu, C.; Song, W.; Wu, S.; Zuo, Y.; Lu, Z.; Li, D.","Attention-aware Residual Network based Manifold Learning for White Blood Cells Classification","IEEE Journal of Biomedical and Health Informatics","","2168-2208","10.1109/JBHI.2020.3012711","","The classification of six types of white blood cells (WBCs) is considered essential for leukemia diagnosis, while the classification is labor-intensive and strict with the clinical experience. To relieve the complicated process with an efficient and automatic method, we propose the Attention-aware Residual Network based Manifold Learning model (ARML) to classify WBCs. The proposed ARML model leverages the adaptive attention-aware residual learning to exploit the category-relevant image-level features and strengthen the first-order feature representation ability. To learn more discriminatory information than the first-order ones, the second-order features are characterized. Afterwards, ARML encodes both the first- and second-order features with Gaussian embedding into the Riemannian manifold to learn the underlying non-linear structure of the features for classification. ARML can be trained in an end-to-end fashion, and the learnable parameters are iteratively optimized. 10800 WBCs images (1800 images for each type) is collected, 9000 images and five-fold cross-validation are used for training and validation of the model, while additional 1800 images for testing. The results show that ARML achieving average classification accuracy of 0.953 outperforms other state-of-the-art methods with fewer trainable parameters. In the ablation study, ARML achieves improved accuracy against its three variants: without manifold learning (AR), without attention-aware learning (RML), and AR without attention-aware learning. The t-SNE results illustrate that ARML has learned more distinguishable features than the comparison methods, which benefits the WBCs classification. ARML provides a clinically feasible WBCs classification solution for leukemia diagnose with an efficient manner.","2020","2021-03-12 17:48:10","2021-03-12 17:48:10","","1-1","","","","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Journal of Biomedical and Health Informatics","","C:\Users\Sebastian\Zotero\storage\E7GTTIX7\9152106.html; C:\Users\Sebastian\Zotero\storage\CL7829CM\Huang et al. - 2020 - Attention-aware Residual Network based Manifold Le.pdf","","","Attention-aware; Classification; Computer architecture; Convolution; Feature extraction; Machine learning; Manifold learning; Manifolds; Residual network; Task analysis; Training; White blood cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6RCLWXI","journalArticle","2020","Chandradevan, Ramraj; Aljudi, Ahmed A.; Drumheller, Bradley R.; Kunananthaseelan, Nilakshan; Amgad, Mohamed; Gutman, David A.; Cooper, Lee A. D.; Jaye, David L.","Machine-based detection and classification for bone marrow aspirate differential counts: initial development focusing on nonneoplastic cells","Laboratory Investigation","","1530-0307","10.1038/s41374-019-0325-7","https://www.nature.com/articles/s41374-019-0325-7","Bone marrow aspirate (BMA) differential cell counts (DCCs) are critical for the classification of hematologic disorders. While manual counts are considered the gold standard, they are labor intensive, time consuming, and subject to bias. A reliable automated counter has yet to be developed, largely due to the inherent complexity of bone marrow specimens. Digital pathology imaging coupled with machine learning algorithms represents a highly promising emerging technology for this purpose. Yet, training datasets for BMA cellular constituents, critical for building and validating machine learning algorithms, are lacking. Herein, we report our experience creating and employing such datasets to develop a machine learning algorithm to detect and classify BMA cells. Utilizing a web-based system that we developed for annotating and managing digital pathology images, over 10,000 cells from scanned whole slide images of BMA smears were manually annotated, including all classes that comprise the standard clinical DCC. We implemented a two-stage, detection and classification approach that allows design flexibility and improved classification accuracy. In a sixfold cross-validation, our algorithms achieved high overall accuracy in detection (0.959 ± 0.008 precision-recall AUC) and classification (0.982 ± 0.03 ROC AUC) using nonneoplastic samples. Testing on a small set of acute myeloid leukemia and multiple myeloma samples demonstrated similar detection and classification performance. In summary, our algorithms showed promising early results and represent an important initial step in the effort to devise a reliable, objective method to automate DCCs. With further development to include formal clinical validation, such a system has the potential to assist in disease diagnosis and prognosis, and significantly impact clinical practice.","2020-01","2021-03-12 18:04:46","2021-03-12 18:04:48","2021-03-12 18:04:46","98-109","","1","100","","","Machine-based detection and classification for bone marrow aspirate differential counts","","","","","","","en","2019 The Author(s), under exclusive licence to United States and Canadian Academy of Pathology","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\Sebastian\Zotero\storage\NJIHZJZB\Chandradevan et al. - 2020 - Machine-based detection and classification for bon.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EIUBCAN","journalArticle","2020","Zhang, Chuanhao; Wu, Shangshang; Lu, Zhiming; Shen, Yajuan; Wang, Jing; Huang, Pu; Lou, Jingjiao; Liu, Cong; Xing, Lei; Zhang, Jian; Xue, Jie; Li, Dengwang","Hybrid adversarial-discriminative network for leukocyte classification in leukemia","Medical Physics","","2473-4209","https://doi.org/10.1002/mp.14144","https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14144","Purpose Leukemia is a lethal disease that is harmful to bone marrow and overall blood health. The classification of white blood cell images is crucial for leukemia diagnosis. The purpose of this study is to classify white blood cells by extracting discriminative information from cell segmentation and combining it with the fine-grained features. We propose a hybrid adversarial residual network with support vector machine (SVM), which utilizes the extracted features to improve the classification accuracy for human peripheral white cells. Methods Firstly, we segment the cell and nucleus by utilizing an adversarial residual network, which contains a segmentation network and a discriminator network. To extract features that can handle the inter-class consistency problem effectively, we introduce the adversarial residual network. Then, we utilize convolutional neural network (CNN) features and histogram of oriented gradient (HOG) features, which can extract discriminative features from images of segmented cell nuclei. To utilize the representative features fully, a discriminative network is introduced to deal with neighboring information at different scales. Finally, we combine the vectors of HOG features with those of CNN features and feed them into a linear SVM to classify white blood cells into six types. Results We used three methods to evaluate the effect of leukocyte classification based on 5000 leukocyte images acquired from a local hospital. The first approach is to use the CNN features as the input of SVM to classify leukocytes, which achieved 94.23% specificity, 95.10% sensitivity, and 94.41% accuracy. The use of the HOG features for SVM achieved 83.50% specificity, 87.50% sensitivity, and 85.00% accuracy. The use of combined CNN and HOG features achieved 94.57% specificity, 96.11% sensitivity, and 95.93% accuracy. Conclusions We propose a novel hybrid adversarial-discriminative network for the classification of microscopic leukocyte images. It improves the accuracy of cell classification, reduces the difficulty and time pressure of doctors’ work, and economizes the valuable time of doctors in daily clinical diagnosis.","2020","2021-03-14 10:37:37","2021-03-14 10:37:37","2021-03-14 10:37:37","3732-3744","","8","47","","","","","","","","","","en","© 2020 American Association of Physicists in Medicine","","","","Wiley Online Library","","_eprint: https://aapm.onlinelibrary.wiley.com/doi/pdf/10.1002/mp.14144","","C:\Users\Sebastian\Zotero\storage\3BCRN2ZY\mp.html; C:\Users\Sebastian\Zotero\storage\Z996R87R\Zhang et al. - 2020 - Hybrid adversarial-discriminative network for leuk.pdf","","","adversarial residual network; deep learning; feature selection; leukocyte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"544YYNYM","conferencePaper","2020","Silva, Matheus da; Rodrigues, Larissa; Mari, João Fernando","Optimizing data augmentation policies for convolutional neural networks based on classification of sickle cells","Anais do Workshop de Visão Computacional (WVC)","","","10.5753/wvc.2020.13479","https://sol.sbc.org.br/index.php/wvc/article/view/13479","Resumo 					Data augmentation is a key procedure in many image classification tasks, mainly to overcome the problem of small datasets. In this work, we exploit the data augmentation as a hyperparameter optimization approach. We tested our methods to classify erythrocytes to assist the diagnosis of sickle cell anemia. In this study, we proposed a data augmentation approach based on hyperparameter optimization to find the best augmentation policies through the Bayesian optimization algorithm. We also developed a convolutional neural network architecture from scratch and compared it with two classic architectures to classify sickle cell images. Our approach defines the best data augmentation solutions and sends those solutions to be carried out by CNN in the final training. All experiments were validated using a stratified five-fold cross-validation procedure, and our best result achieves 92.54% of accuracy. The results suggest the best augmentation policies defined with optimization allow us to obtain superior results than other strategies such as without data augmentation, several randomly defined image transformations, and only random rotations. As far as we know, our paper is the first to propose optimizing data augmentation policies in biomedical images leading to a better exploration of these strategies in several fields.","2020-10-07","2021-03-14 11:05:32","2021-03-14 11:05:35","2021-03-14 11:05:32","46-51","","","","","","","","","","","SBC","","en","Copyright (c)","","","","sol.sbc.org.br","","ISSN: 0000-0000","","C:\Users\Sebastian\Zotero\storage\27SXYSVQ\Silva et al. - 2020 - Optimizing data augmentation policies for convolut.pdf; C:\Users\Sebastian\Zotero\storage\K48C2AJE\13479.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anais do XVI Workshop de Visão Computacional","","","","","","","","","","","","","","",""
"G473DI39","journalArticle","2021","Bruyne, Sander De; Speeckaert, Marijn M.; Biesen, Wim Van; Delanghe, Joris R.","Recent evolutions of machine learning applications in clinical laboratory medicine","Critical Reviews in Clinical Laboratory Sciences","","1040-8363","10.1080/10408363.2020.1828811","https://doi.org/10.1080/10408363.2020.1828811","Machine learning (ML) is gaining increased interest in clinical laboratory medicine, mainly triggered by the decreased cost of generating and storing data using laboratory automation and computational power, and the widespread accessibility of open source tools. Nevertheless, only a handful of ML-based products are currently commercially available for routine clinical laboratory practice. In this review, we start with an introduction to ML by providing an overview of the ML landscape, its general workflow, and the most commonly used algorithms for clinical laboratory applications. Furthermore, we aim to illustrate recent evolutions (2018 to mid-2020) of the techniques used in the clinical laboratory setting and discuss the associated challenges and opportunities. In the field of clinical chemistry, the reviewed applications of ML algorithms include quality review of lab results, automated urine sediment analysis, disease or outcome prediction from routine laboratory parameters, and interpretation of complex biochemical data. In the hematology subdiscipline, we discuss the concepts of automated blood film reporting and malaria diagnosis. At last, we handle a broad range of clinical microbiology applications, such as the reduction of diagnostic workload by laboratory automation, the detection and identification of clinically relevant microorganisms, and the detection of antimicrobial resistance.","2021-02-17","2021-03-14 11:37:20","2021-03-14 11:37:20","2021-03-14 11:37:20","131-152","","2","58","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/10408363.2020.1828811 PMID: 33045173","","C:\Users\Sebastian\Zotero\storage\PTUG8NQD\10408363.2020.html; C:\Users\Sebastian\Zotero\storage\Z9PP4F79\Bruyne et al. - 2021 - Recent evolutions of machine learning applications.pdf","","","Artificial intelligence; clinical applications; machine learning; medical laboratory science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9N46ZJHP","conferencePaper","2020","Cao, Z.; Zhang, K.; Wu, J.","FPB: Improving Multi-Scale Feature Representation Inside Convolutional Layer Via Feature Pyramid Block","2020 IEEE International Conference on Image Processing (ICIP)","","","10.1109/ICIP40778.2020.9190755","","Multi-scale features exist widely in biomedical images. For example, the scale of lesions may vary greatly according to different diseases. Effective representation of multi-scale features is essential for fully perceiving and understanding objects, which guarantees the performance of models. However, in biomedical image tasks, the insufficiency of data may prevent models from effectively capturing multi-scale features. In this paper, we propose Feature Pyramid Block (FPB), a novel structure to improve multi-scale feature representation within a single convolutional layer, which can be easily plugged into existing convolutional networks. Experiments on public biomedical image datasets prove consistent performance improvement with FPB. Furthermore, the convergence speed is faster and the computational costs are lower when using FPB, which proves high efficiency of our method.","2020-10","2021-03-14 14:39:05","2021-03-14 14:39:05","","1666-1670","","","","","","FPB","","","","","","","","","","","","IEEE Xplore","","ISSN: 2381-8549","","C:\Users\Sebastian\Zotero\storage\K2EVND2R\Cao et al. - 2020 - FPB Improving Multi-Scale Feature Representation .pdf","","","Biological system modeling; biomedical image tasks; Biomedical imaging; Convolution; convolutional layer; convolutional networks; convolutional neural nets; diseases; Diseases; feature extraction; feature pyramid block; FPB; image datasets; image representation; Lesions; medical image processing; multi-scale features; multiscale feature representation; Task analysis; Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE International Conference on Image Processing (ICIP)","","","","","","","","","","","","","","",""
"IW4V4IRF","journalArticle","2020","Zhang, M.; Li, X.; Xu, M.; Li, Q.","Automated Semantic Segmentation of Red Blood Cells for Sickle Cell Disease","IEEE Journal of Biomedical and Health Informatics","","2168-2208","10.1109/JBHI.2020.3000484","","Red blood cell (RBC) segmentation and classification from microscopic images is a crucial step for the diagnosis of sickle cell disease (SCD). In this work, we adopt a deep learning based semantic segmentation framework to solve the RBC classification task. A major challenge for robust segmentation and classification is the large variations on the size, shape and viewpoint of the cells, combining with the low image quality caused by noise and artifacts. To address these challenges, we apply deformable convolution layers to the classic U-Net structure and implement the deformable U-Net (dU-Net). U-Net architecture has been shown to offer accurate localization for image semantic segmentation. Moreover, deformable convolution enables free-form deformation of the feature learning process, thus making the network more robust to various cell morphologies and image settings. dU-Net is tested on microscopic red blood cell images from patients with sickle cell disease. Results show that dU-Net can achieve highest accuracy for both binary segmentation and multi-class semantic segmentation tasks, comparing with both unsupervised and state-of-the-art deep learning based supervised segmentation methods. Through detailed investigation of the segmentation results, we further conclude that the performance improvement is mainly caused by the deformable convolution layer, which has better ability to separate the touching cells, discriminate the background noise and predict correct cell shapes without any shape priors.","2020-11","2021-03-14 14:39:19","2021-03-14 14:39:19","","3095-3102","","11","24","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Journal of Biomedical and Health Informatics","","C:\Users\Sebastian\Zotero\storage\NQPPJGIW\Zhang et al. - 2020 - Automated Semantic Segmentation of Red Blood Cells.pdf","","","Automated semantic segmentation; background noise; binary segmentation; Biomedical imaging; blood; cell morphologies; cell shapes; cell size; cellular biophysics; Computer architecture; Convolution; convolutional neural nets; deep learning; deformable convolution; deformable convolution layer; deformable U-Net; diseases; feature extraction; feature learning; free-form deformation; image classification; image quality; image segmentation; Image segmentation; image semantic segmentation; learning (artificial intelligence); medical image processing; Microprocessors; microscopic images; microscopic red blood cell images; multiclass semantic segmentation; RBC; RBC classification; RBC segmentation; red blood cell classification; robust segmentation; Semantics; Shape; shape recognition; sickle cell disease; sickle cell disease diagnosis; supervised segmentation methods; U-Net; U-Net architecture; U-Net structure; unsupervised learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SI8EIJU7","journalArticle","2020","Wang, Yapin; Cao, Yiping","Human peripheral blood leukocyte classification method based on convolutional neural network and data augmentation","Medical Physics","","2473-4209","https://doi.org/10.1002/mp.13904","https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.13904","Purpose Human peripheral blood leukocytes’ classification is important for diagnosing blood diseases. Many microscopic leukocyte image automatic detection methods are proposed. In recent years, convolutional neural networks (CNNs) are applied to microscopic leukocyte image automatic classification. But when a CNN is used for microscopic leukocyte image classification, the dataset’s scarcity and imbalance will lead to low classification accuracy. To improve classification accuracy, a data augmentation method is proposed, and a resampling method is adopted when using a CNN method. Methods First, a deep CNN model for microscopic leukocyte image classification is designed. Then, a new data augmentation method based on feature concentration is proposed to enrich the dataset and overcome the problem of dataset scarcity. To make the CNN model focus on the leukocyte region, many images are generated by putting a segmented leukocyte into images with different microscopic surroundings using an image processing method. Finally, taking the imbalance of the five kinds of leukocytes in the dataset into consideration, a resampling method is adopted. The resampling method iteratively feeds the leukocyte images with a low proportion to the CNN model within an epoch to ensure that images of each of the five kinds of leukocytes are represented in relatively equal numbers in each batch. Results The experimental results demonstrate that the proposed classification method can achieve 97.6% average testing accuracy. Classification precision for the five kinds of leukocytes is above 93.4%, while sensitivity is above 92.5%. Both the proposed data augmentation and the resampling methods improve classification accuracy. Conclusions A human peripheral blood leukocyte classification method based on a CNN and data augmentation is proposed. The problem of dataset scarcity is solved by the proposed data augmentation method, and the dataset imbalance is solved by a resampling method.","2020","2021-03-14 15:21:20","2021-03-14 15:21:20","2021-03-14 15:21:20","142-151","","1","47","","","","","","","","","","en","© 2019 American Association of Physicists in Medicine","","","","Wiley Online Library","","_eprint: https://aapm.onlinelibrary.wiley.com/doi/pdf/10.1002/mp.13904","","C:\Users\Sebastian\Zotero\storage\MITCK8UX\Wang und Cao - 2020 - Human peripheral blood leukocyte classification me.pdf","","","convolutional neural network (CNN); data augmentation; data scarcity; dataset imbalance; microscopic leukocyte image classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXKKMJ62","conferencePaper","2020","Kasamsumran, N.; Chanchaithong, P.; Wattanamongkhol, N.; Pora, W.; Pumrin, S.","Applying Faster R-CNN for Hematocytes Detection on Compound Microscope with Image Sensor Device and Multiple GPU Computation","2020 8th International Electrical Engineering Congress (iEECON)","","","10.1109/iEECON48109.2020.229490","","In this paper, we demonstrate a machine learning algorithm with multiple GPU processing in hematocytes detection. Object detection in compound microscopy images presents a specific task. Microscopy image import directly to a specimen slide under the compound microscope by an image sensor device. We propose Faster R-CNN with a customizing model applying cutting-edge object detection systems. The MicrosisDCN (Microbes Diagnosis with Deep Convolutional Neural Network) deploys Faster R-CNN in python script configures to access multiple GPUs computation with 7168 CUDA cores of dual GPUs with Linux command options: worker_replicas and num_clones equal to several graphics processing units. The datasets consist of hematocytes extracted from raw slides under a microscope. These images separate the cells of interest into three groups: red blood cell (RBCs), white blood cell (WBCs), and platelets. The training dataset consists of 80 percent of the 40,000 images. And the testing dataset consists of 20 percent of the 40,000 images. Our algorithm also provides the result of mean average precision (mAP) and enables multiple GPU training models in Tensorflow and OpenCV. The mAP is the average of average precision (AP) with intersection-over-union (IoU) in measuring the score of object detection accuracy. If the mAP score approaches 1.0, it indicates well accuracy. Our 9,000 steps valuation algorithm model by the python script estimates the mAP in 3 groups: RBCs, WBCs, and platelets as about 0.9147, 0.9664, and 0.9548. The optimum would be at nearly 12,000 steps because the algorithm estimates the mAP model as 0.96 in all types. The experiment aims to verify the neural network model using a compound microscope.","2020-03","2021-03-14 15:23:36","2021-03-14 15:23:36","","1-4","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\Sebastian\Zotero\storage\7V4KRT4Q\Kasamsumran et al. - 2020 - Applying Faster R-CNN for Hematocytes Detection on.pdf","","","blood; cellular biophysics; compound microscopy images; computer graphics; convolutional neural nets; CUDA cores; cutting-edge object detection systems; deep convolutional neural network; dual GPUs; faster R-CNN; graphics processing units; Hematocytes; hematocytes detection; image sensor device; image sensors; learning (artificial intelligence); Linux; Linux command options; machine learning algorithm; mAP model; medical image processing; microbes diagnosis-with-deep convolutional neural network; Microscopy image; MicrosisDCN; multiple GPU processing; object detection; Object detection; parallel architectures; Python; Python script; specimen slide; white blood cell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 8th International Electrical Engineering Congress (iEECON)","","","","","","","","","","","","","","",""
"9Z3HBY3K","journalArticle","2020","Tomczak, A.; Ilic, S.; Marquardt, G.; Engel, T.; Forster, F.; Navab, N.; Albarqouni, S.","Multi-task multi-domain learning for digital staining and classification of leukocytes","IEEE Transactions on Medical Imaging","","1558-254X","10.1109/TMI.2020.3046334","","This paper addresses digital staining and classification of the unstained white blood cell images obtained with a differential contrast microscope. We have data coming from multiple domains that are partially labeled and partially matching across the domains. Using unstained images removes time-consuming staining procedures and could facilitate and automatize comprehensive diagnostics. To this aim, we propose a method that translates unstained images to realistically looking stained images preserving the inter-cellular structures, crucial for the medical experts to perform classification. We achieve better structure preservation by adding auxiliary tasks of segmentation and direct reconstruction. Segmentation enforces that the network learns to generate correct nucleus and cytoplasm shape, while direct reconstruction enforces reliable translation between the matching images across domains. Besides, we build a robust domain agnostic latent space by injecting the target domain label directly to the generator, i.e., bypassing the encoder. It allows the encoder to extract features independently of the target domain and enables an automated domain invariant classification of the white blood cells. We validated our method on a large dataset composed of leukocytes of 24 patients, achieving state-of-the-art performance on both digital staining and classification tasks.","2020","2021-03-14 15:40:53","2021-03-14 15:40:53","","1-1","","","","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Medical Imaging","","C:\Users\Sebastian\Zotero\storage\V7J6KG7V\9301322.html; C:\Users\Sebastian\Zotero\storage\YAC6NLRN\Tomczak et al. - 2020 - Multi-task multi-domain learning for digital stain.pdf","","","Blood Cells; Feature extraction; Generative Adversarial Networks; Generators; Hematology; Image reconstruction; Image segmentation; Image-to-Image Translation; Microscopy; Microscopy Imaging; Task analysis; White blood cells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ARTHQTK","journalArticle","2020","Mori, Jinichi; Kaji, Shizuo; Kawai, Hiroki; Kida, Satoshi; Tsubokura, Masaharu; Fukatsu, Masahiko; Harada, Kayo; Noji, Hideyoshi; Ikezoe, Takayuki; Maeda, Tomoya; Matsuda, Akira","Assessment of dysplasia in bone marrow smear with convolutional neural network","Scientific Reports","","2045-2322","10.1038/s41598-020-71752-x","https://www.nature.com/articles/s41598-020-71752-x","In this study, we developed the world's first artificial intelligence (AI) system that assesses the dysplasia of blood cells on bone marrow smears and presents the result of AI prediction for one of the most representative dysplasia—decreased granules (DG). We photographed field images from the bone marrow smears from patients with myelodysplastic syndrome (MDS) or non-MDS diseases and cropped each cell using an originally developed cell detector. Two morphologists labelled each cell. The degree of dysplasia was evaluated on a four-point scale: 0–3 (e.g., neutrophil with severely decreased granules were labelled DG3). We then constructed the classifier from the dataset of labelled images. The detector and classifier were based on a deep neural network pre-trained with natural images. We obtained 1797 labelled images, and the morphologists determined 134 DGs (DG1: 46, DG2: 77, DG3: 11). Subsequently, we performed a five-fold cross-validation to evaluate the performance of the classifier. For DG1–3 labelled by morphologists, the sensitivity, specificity, positive predictive value (PPV), negative predictive value (NPV), and accuracy were 91.0%, 97.7%, 76.3%, 99.3%, and 97.2%, respectively. When DG1 was excluded in the process, the sensitivity, specificity, PPV, NPV, and accuracy were 85.2%, 98.9%, 80.6%, and 99.2% and 98.2%, respectively.","2020-09-07","2021-03-15 11:48:36","2021-03-15 11:48:36","2021-03-15 11:48:36","14734","","1","10","","","","","","","","","","en","2020 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\Sebastian\Zotero\storage\WRXAHF4G\Mori et al. - 2020 - Assessment of dysplasia in bone marrow smear with .pdf; C:\Users\Sebastian\Zotero\storage\XKAZE4KW\s41598-020-71752-x.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKI23TDT","conferencePaper","2020","Vyshnav, M. T.; Sowmya, V.; Gopalakrishnan, E. A.; V.V, S. Variyar; Menon, V. K.; Soman, K.","Deep Learning Based Approach for Multiple Myeloma Detection","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","","","10.1109/ICCCNT49239.2020.9225651","","Multiple myeloma cancer is caused by the abnormal growth of plasma cells in the bone marrow. The most commonly used method for diagnosis of multiple myeloma is Bone marrow aspiration, where the aspirate slide images are either observed visually or passed onto existing digital image processing software for the detection of myeloma cells. The current work explores the effectiveness of deep learning based object detection/segmentation algorithms such as Mask-RCNN and unet for the detection of multiple myeloma. The manual polygon annotation of the current dataset is performed using VGG image annotation software. The deep learning models were trained by monitoring the train and validation loss per epoch and the best model was selected based on the minimal loss for the validation data. From the comparison results obtained for both the models, it is observed that Mask-RCNN has competing results than unet and it addresses most of the challenges existing in multiple myeloma segmentation.","2020-07","2021-03-15 11:54:43","2021-03-15 11:54:43","","1-7","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\Sebastian\Zotero\storage\TDGCWY8C\Vyshnav et al. - 2020 - Deep Learning Based Approach for Multiple Myeloma .pdf","","","bone; bone marrow aspiration; Bones; cancer; Cancer; Cells (biology); cellular biophysics; deep learning models; digital image processing software; Feature extraction; image annotation; image segmentation; Image segmentation; learning (artificial intelligence); Mask-RCNN; medical image processing; Microscopy; Multiple myeloma; myeloma cancer; myeloma cell detection & segmentation; myeloma cells; myeloma detection; myeloma segmentation; neural nets; plasma cells; Plasmas; polygon annotation; unet; VGG image annotation software","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","","","","","","","","","","","","","","",""
"5ASFZ6LB","journalArticle","2020","Wang, Yapin; Cao, Yiping","A computer-assisted human peripheral blood leukocyte image classification method based on Siamese network","Medical & Biological Engineering & Computing","","1741-0444","10.1007/s11517-020-02180-2","https://doi.org/10.1007/s11517-020-02180-2","A computer-assisted human peripheral blood leukocyte image classification method based on Siamese network is proposed. Firstly, a Siamese network with two identical convolutional neural network (CNN) sub-networks and a logistic regression for leukocyte five classification is designed, which can learn not only distinguishing features but also a similarity metric. Then for each category of the leukocytes, a typical sample is selected by the hematologist. To train the Siamese network, a leukocyte and a typical sample that belong to the same category make up a genuine pair and the leukocyte with the rest four typical samples respectively make up four impostor pairs. Obviously, the number of the genuine pairs is lesser than that of the impostor pairs. Thus, a data augmentation method suitable for leukocyte is used to enrich the amount of the genuine pairs. By training the Siamese network using the genuine pairs and impostor pairs, the Siamese network can not only shorten the similarity metric between the leukocyte and the same category of the typical sample but also increase the similarity metrics between the leukocyte and the different categories of the typical samples. Experimental results indicate that the proposed method can achieve 98.8% average testing accuracy.","2020-07-01","2021-03-15 14:22:56","2021-03-15 14:22:59","2021-03-15 14:22:56","1575-1582","","7","58","","Med Biol Eng Comput","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Sebastian\Zotero\storage\PZI6C8HX\Wang und Cao - 2020 - A computer-assisted human peripheral blood leukocy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
